"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"601801","OS>Kernel>Graphics","Verified","Security: Unsigned wraparound in a multiply in kbasep_vinstr_attach_client leads to a heap overflow.","GPU-ARM, M-51, OS-Android, OS-Chrome, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-chromeos-3.14, merge-merged-chromeos-3.8, merge-merged-chromeos-4.4","Android, Chrome","Apr 08, 2016 15:46:55","1460130415","","High",""
"602116","Internals>Plugins>PDF","WontFix","heap-buffer-overflow on address 0x61700002918d","OS-Linux, Pri-1, Security_Impact-Head, Security_Severity-High, Type-Bug-Security, Via-Wizard, allpublic","Linux","Apr 10, 2016 15:54:11","1460303651","","High",""
"602117","Internals>Plugins>PDF","Duplicate","global-buffer-overflow on address 0x000004efea4b","OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Apr 10, 2016 16:00:08","1460304008","","High","601362"
"602185","Internals>Media","Fixed","Heap-buffer-overflow in fixup_vorbis_headers","Clusterfuzz, Hotlist-Merge-Review, M-50, M-51, OS-Linux, Pri-1, Release-0-M51, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Libfuzzer, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2704","Linux","Apr 11, 2016 07:52:40","1460361160","","High",""
"602271","Blink>Layout","Fixed","Heap-use-after-free in blink::LayoutListItem::updateMarkerLocation","Clusterfuzz, Hotlist-Merge-Approved, M-51, OS-Linux, Pri-1, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2704","Linux","Apr 11, 2016 14:50:04","1460386204","","High",""
"602274","","Duplicate","Use-after-poison in blink::V8AbstractEventListener::secondWeakCallback","Clusterfuzz, OS-Windows, Pri-1, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Windows","Apr 11, 2016 14:54:13","1460386453","","High","602276"
"602277","Blink>GetUserMedia","Duplicate","Use-after-poison in blink::MediaStreamSource::setReadyState","Clusterfuzz, M-49, OS-Linux, Pri-1, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Apr 11, 2016 15:05:46","1460387146","","High","602273"
"602990","Blink>XML","WontFix","libxml upstream security bugs tracking bug","Pri-1, Security_Severity-High, Type-Bug","","Apr 13, 2016 10:59:44","1460545184","","High",""
"603129","Blink>Forms","WontFix","Security: chrome 49 stable DateTimeEditElement UAF","M-50, Needs-Feedback, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","","Apr 13, 2016 14:33:11","1460557991","","High",""
"603732","Platform>Extensions","Fixed","Security: Heap-use-after-free via GCCallback","CVE-2016-1662, Hotlist-Merge-Approved, Hotlist-Merge-Review, M-50, M-51, OS-All, Pri-1, Release-2-M50, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2661, merge-merged-2704, reward-3000","All","Apr 14, 2016 22:13:45","1460672025","2016-1662","High",""
"604665","","Duplicate","Use-of-uninitialized-value in blink::LayoutTable::recalcChildOverflowAfterStyleChange","Clusterfuzz, OS-Linux, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","Apr 19, 2016 10:00:01","1461060001","","High","604664"
"604666","Blink>Layout","Duplicate","Heap-use-after-free in blink::LayoutTableSection::computeOverflowFromCells","Clusterfuzz, External-Fuzzer-Contribution, M-52, OS-Linux, Pri-1, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-ineligible","Linux","Apr 19, 2016 10:02:21","1461060141","","High","604664"
"604667","Blink>Layout","Duplicate","Use-of-uninitialized-value in blink::LayoutBox::addOverflowFromChild","Clusterfuzz, OS-Linux, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","Apr 19, 2016 10:03:19","1461060199","","High","604666"
"604671","Blink>Bluetooth","Duplicate","Heap-use-after-free in device::MockBluetoothGattNotifySession::DoNotify","Clusterfuzz, M-52, OS-Linux, Pri-1, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Apr 19, 2016 10:10:42","1461060642","","High","604318"
"604901","Platform>Extensions","Fixed","Security: Persistent UXSS via SchemaRegistry","CVE-2016-1676, Hotlist-Merge-Approved, M-51, OS-All, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, reward-7500, reward-inprocess","All","Apr 19, 2016 21:37:47","1461101867","2016-1676","High",""
"605470","Blink>JavaScript","Fixed","Crash in v8::internal::Invoke","Clusterfuzz, External-Fuzzer-Contribution, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-3500, reward-inprocess","Linux","Apr 21, 2016 09:40:20","1461231620","","High",""
"605476","Platform>Extensions","Fixed","Heap-use-after-free in extensions::ExtensionKeybindingRegistry::IsAcceleratorRegistered","Clusterfuzz, External-Fuzzer-Contribution, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-0","Linux","Apr 21, 2016 09:50:35","1461232235","","High",""
"605477","UI>Browser>Passwords","Duplicate","Bad-cast to const blink::WebPasswordCredential from blink::WebCredential;type_converters.cc:87:9","Clusterfuzz, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-UndefinedBehaviorSanitizer, Type-Bug-Security, allpublic","Linux","Apr 21, 2016 09:56:05","1461232565","","High","610646"
"605480","Internals>Core","Fixed","Heap-use-after-free in base::trace_event::BlameContext::Enter","Clusterfuzz, Fracas, M-52, OS-Linux, OS-Mac, OS-Windows, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux, Mac, Windows","Apr 21, 2016 10:14:05","1461233645","","High",""
"605486","Blink>JavaScript","Duplicate","Use-of-uninitialized-value in v8::InstantiateModuleFromAsm","Clusterfuzz, OS-Linux, Pri-2, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","Apr 21, 2016 10:53:14","1461235994","","High","592361"
"605488","Blink>JavaScript>Compiler","Fixed","Bad-cast to v8::internal::AstNode from invalid vptr;wasm-js.cc:138:7","Clusterfuzz, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-UndefinedBehaviorSanitizer, Type-Bug-Security, allpublic","Linux","Apr 21, 2016 10:57:10","1461236230","","High",""
"605491","Internals>Plugins>PDF","Fixed","Use-of-uninitialized-value in CPDF_TextPage::PreMarkedContent","Clusterfuzz, Hotlist-Merge-Review, M-50, M-51, OS-Linux, Pri-2, Release-2-M50, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic, merge-merged-2661, merge-merged-2704","Linux","Apr 21, 2016 11:00:08","1461236408","","High",""
"605766","Blink>Loader","Fixed","Security: Universal XSS through adopting image elements","CVE-2016-1667, Hotlist-Merge-Review, M-50, Merge-Approved-50, Pri-1, Release-3-M50, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2661, merge-merged-2716, reward-8000, reward-inprocess","","Apr 21, 2016 22:50:52","1461279052","2016-1667","High",""
"605910","Blink>Bindings","Fixed","Security: Universal XSS using iterables","CVE-2016-1668, Hotlist-Merge-Approved, Hotlist-Merge-Review, M-50, Pri-1, Release-3-M50, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2661, merge-merged-2704, reward-7500, reward-inprocess","","Apr 22, 2016 12:04:37","1461326677","2016-1668","High",""
"606115","Blink>JavaScript","Fixed","Security: Use After Free in RegExp of V8","CVE-2016-1669, M-50, NodeJS-Backport-Done, Pri-1, Release-3-M50, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-5.0, merge-merged-5.1, reward-3000, reward-inprocess","","Apr 23, 2016 04:03:27","1461384207","2016-1669","High",""
"606390","Blink>Bindings, Content>Core","Fixed","Security: V8ValueConverter::ToV8Value is insecure (e.g. heap-use-after-free in MimeHandlerViewContainer::PostMessage","CVE-2016-1679, Hotlist-Merge-Approved, Hotlist-Merge-Review, M-50, M-51, OS-All, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2661, merge-merged-2704, reward-3500, reward-inprocess","All","Apr 25, 2016 17:08:33","1461604113","2016-1679","High",""
"606548","","WontFix","Heap-use-after-free in NULL@0x...51","Clusterfuzz, OS-Linux, Security_Severity-High, Stability-Libfuzzer, Stability-Memory-AddressSanitizer, Type-Bug-Security, Unreproducible, allpublic","Linux","Apr 25, 2016 23:03:55","1461625435","","High",""
"607483","Blink>Bindings","Fixed","Security: Universal XSS converting IDL array/sequence values","Hotlist-Merge-Approved, M-50, M-51, OS-All, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, reward-ineligible","All","Apr 28, 2016 10:35:53","1461839753","","High",""
"607723","","Duplicate","Use-after-poison in blink::CompositorAnimationPlayer::NotifyAnimationFinished","Clusterfuzz, External-Fuzzer-Contribution, OS-Linux, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-ineligible","Linux","Apr 28, 2016 22:48:24","1461883704","","High","590803"
"607921","UI>Browser>Profiles","Fixed","Security: Heap-use-after-free in ProfileInfoCache::SetAuthInfoOfProfileAtIndex","M-52, Merge-na, OS-Mac, OS-Windows, Pri-1, ReleaseBlock-Beta, Reward-1000, Security_Impact-Head, Security_Severity-High, Type-Bug-Security, allpublic, reward-inprocess","Mac, Windows","Apr 29, 2016 15:14:17","1461942857","","High",""
"608156","Platform>Extensions","Fixed","Security: Heap-use-after-free in MessagingBindings::DispatchOnConnect","Hotlist-Merge-Approved, M-51, OS-All, Pri-1, Release-1-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, reward-ineligible","All","Apr 30, 2016 11:31:41","1462015901","","High",""
"608817","Blink>Editing>Selection, Blink>HTML>Meter","Verified","Heap-use-after-free in blink::LayoutObject::containingBlock","Clusterfuzz, External-Fuzzer-Contribution, Hotlist-Merge-Approved, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2743, reward-3500, reward-inprocess, reward_to-attekett_at_gmail.com","Linux","May 03, 2016 17:39:27","1462297167","","High",""
"609042","Blink>WebFonts","Fixed","Heap-buffer-overflow in Read","Clusterfuzz, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Libfuzzer, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 04, 2016 08:03:35","1462349015","","High",""
"609134","Blink>JavaScript>Runtime","Fixed","Crash in v8::Object::FindInstanceInPrototypeChain","Clusterfuzz, M-50, M-51, NodeJS-Backport-Done, OS-All, OS-Linux, Pri-1, Release-0-M51, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-5.1","All, Linux","May 04, 2016 15:31:48","1462375908","","High",""
"609286","Platform>Extensions>API","Fixed","extensions can bypass native messaging origin whitelisting","Hotlist-Merge-Approved, M-52, OS-Linux, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, Via-Wizard, allpublic, merge-merged-2743","Linux","May 04, 2016 21:45:25","1462398325","","High",""
"609382","OS>Kernel>Graphics","Verified","Security: Use after free of task_struct in Mali Midgard driver.","Bulk-Verified, GPU-ARM, M-51, OS-Chrome, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, VerifyIn-54, allpublic, merge-merged-chromeos-3.14, merge-merged-chromeos-3.8, merge-merged-chromeos-4.4","Chrome","May 05, 2016 04:59:58","1462424398","","High",""
"610600","Internals>Plugins>Flash","Fixed","sandbox escape using ppapi broker","CVE-2016-1706, Hotlist-Merge-Review, M-52, OS-Mac, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, Via-Wizard, allpublic, merge-merged-2743, reward-15000, reward-inprocess","Mac","May 10, 2016 06:37:36","1462862256","2016-1706","High",""
"610631","Internals>Plugins>PDF","Duplicate","Use-of-uninitialized-value in CPDF_Document::FindPDFPage","Clusterfuzz, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Libfuzzer, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","May 10, 2016 09:28:02","1462872482","","High","610973"
"610632","Internals>Plugins>PDF","Duplicate","Use-of-uninitialized-value in __lower_bound<CFX_ByteString>","Clusterfuzz, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Libfuzzer, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","May 10, 2016 09:30:58","1462872658","","High","610973"
"610642","","WontFix","Heap-use-after-free in ir_dereference_variable::ir_dereference_variable","Clusterfuzz, M-51, OS-Linux, Pri-1, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 10, 2016 10:16:24","1462875384","","High",""
"610643","Blink>WebAudio","Fixed","Heap-use-after-free in blink::DeferredTaskHandler::handleDirtyAudioNodeOutputs","Clusterfuzz, External-Fuzzer-Contribution, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2743, reward-3500, reward-inprocess, reward_to-attekett_at_gmail.com","Linux","May 10, 2016 10:21:19","1462875679","","High",""
"610646","Blink>Forms>Password","Fixed","Bad-cast to const blink::WebPasswordCredential from blink::WebCredential;type_converters.cc:87:9","Clusterfuzz, Hotlist-Merge-Approved, M-51, OS-Linux, Pri-1, Release-0-M51, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-UndefinedBehaviorSanitizer, Type-Bug-Security, allpublic, merge-merged-2704","Linux","May 10, 2016 10:32:38","1462876358","","High",""
"610799","Platform>DevTools","Fixed","Heap use after free in WorkerTarget::~WorkerTarget","Hotlist-Merge-Review, M-51, OS-Linux, Pri-1, Release-3-M51, Security_Impact-Stable, Security_Severity-High, Stability-Crash, Type-Bug-Security, Via-Wizard, allpublic, merge-merged-2704","Linux","May 10, 2016 19:46:54","1462909614","","High",""
"610964","Blink>JavaScript","WontFix","Heap-use-after-free in v8::internal::__RT_impl_Runtime_GenerateRandomNumbers","Clusterfuzz, External-Fuzzer-Contribution, OS-Linux, Pri-1, Reproducible, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-ineligible","Linux","May 11, 2016 08:24:18","1462955058","","High",""
"610973","Internals>Plugins>PDF","Fixed","Heap-use-after-free in std::__1::__tree_const_iterator<std::__1::__value_type<CFX_ByteString, CPDF_Obje","Clusterfuzz, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 11, 2016 09:10:30","1462957830","","High",""
"610979","Blink>DOM","Fixed","Heap-use-after-free in blink::PrintContext::pageNumberForElement","Clusterfuzz, M-52, Merge-na, OS-Windows, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Windows","May 11, 2016 09:18:07","1462958287","","High",""
"610983","Blink>Layout","WontFix","Heap-use-after-free in blink::LayoutObject::isAnonymousBlock","Clusterfuzz, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-Memory-LeakSanitizer, Type-Bug-Security, allpublic","Linux","May 11, 2016 09:19:38","1462958378","","High",""
"610985","Blink>DOM","Fixed","Heap-use-after-free in blink::LayoutTextFragment::setTextFragment","Clusterfuzz, Merge-na, OS-Linux, Pri-1, Release-NA, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 11, 2016 09:25:45","1462958745","","High",""
"610986","Blink>CSS","Verified","ASSERTION FAILED: !object || (object->isBox())","ClusterFuzz-Verified, Clusterfuzz, Hotlist-Merge-Approved, Hotlist-Merge-Review, M-52, OS-Linux, Pri-1, ReleaseBlock-Stable, Reproducible, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2743, merge-merged-2785","Linux","May 11, 2016 09:29:38","1462958978","","High",""
"610987","","Fixed","Heap-use-after-free in v8::Isolate::VisitHandlesWithClassIds","Clusterfuzz, External-Fuzzer-Contribution, M-52, Merge-na, OS-Windows, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-3500, reward-inprocess, reward_to-therealholden_at_gmail.com","Windows","May 11, 2016 09:33:08","1462959188","","High",""
"610989","Internals>Core","Fixed","Heap-use-after-free in content::PermissionServiceImpl::CancelPendingOperations","Clusterfuzz, M-52, Merge-na, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 11, 2016 09:39:00","1462959540","","High",""
"610990","Blink>Image","Fixed","Heap-use-after-free in blink::LayoutImage::styleDidChange","Clusterfuzz, Hotlist-Merge-Approved, M-52, OS-Linux, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2743","Linux","May 11, 2016 09:42:47","1462959767","","High",""
"610991","Blink>Speech","WontFix","Use-of-uninitialized-value in test_runner::MockWebSpeechRecognizer::PostRunTaskFromQueue","Clusterfuzz, M-52, Missing_Owner-3, OS-Linux, Pri-1, Reproducible, Security_Impact-Beta, Security_Severity-High, Stability-Memory-MemorySanitizer, Type-Bug-Security, allpublic","Linux","May 11, 2016 09:44:23","1462959863","","High",""
"611352","Internals>Plugins>PDF","Fixed","Heap-use-after-free in CFX_StringDataTemplate<wchar_t>::Retain()","M-52, Merge-na, Pri-1, ReleaseBlock-Beta, Security_Impact-Head, Security_Severity-High, Type-Bug-Security, allpublic, reward-3500, reward-inprocess","","May 12, 2016 10:58:47","1463050727","","High",""
"611887","Internals>Mojo","Fixed","Security: Multiple vulnerabilities in mojo channel implementation","Hotlist-Merge-Review, M-50, M-51, M-52, Merge-Rejected-50, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704","","May 13, 2016 22:28:18","1463178498","","High",""
"611955","Internals>Mojo","Fixed","//components/filesystem/public/interfaces/*.mojom files need security review","Deadline-Exceeded, M-52, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, TE-NeedsFurtherTriage, Type-Bug-Security, allpublic","All","May 14, 2016 07:04:25","1463209465","","High",""
"611958","Internals>Mojo, Security>Audit","Assigned","//components/mus/public/interfaces/*.mojom needs a security review","M-51, OS-All, Pri-2, Security_Impact-None, Security_Severity-High, Type-Bug, mash, mus, tadpole","All","May 14, 2016 07:13:36","1463210016","","High",""
"611961","Internals>Mojo, Security>Audit","Started","//services/shell/public/interfaces/*.mojom needs a security review","Deadline-Exceeded, M-52, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, TE-NeedsFurtherTriage, Type-Bug","All","May 14, 2016 07:17:40","1463210260","","High",""
"611962","Internals>Mojo, Security>Audit","Assigned","//services/tracing/public/interfaces/tracing.mojom needs a security review","Deadline-Exceeded, M-52, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, TE-NeedsFurtherTriage, Type-Bug","All","May 14, 2016 07:18:54","1463210334","","High",""
"611963","Internals>Mojo, Security>Audit","Assigned","//services/user/public/interfaces/user_service.mojom needs a security review","Deadline-Exceeded, M-52, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, TE-NeedsFurtherTriage, Type-Bug","All","May 14, 2016 07:20:15","1463210415","","High",""
"611964","Security, Security>Audit","Started","//mash/....*.mojom need a security review","M-52, Pri-2, Security_Impact-None, Security_Severity-High, TE-NeedsFurtherTriage, Type-Bug, mash, tadpole","","May 14, 2016 07:24:16","1463210656","","High",""
"612049","Internals>Media","Fixed","Heap-use-after-free in content::MediaStreamVideoSource::RemoveTrack","Clusterfuzz, Fracas, Hotlist-Merge-Review, M-51, M-52, OS-Android, OS-Linux, OS-Mac, OS-Windows, Pri-2, Release-1-M51, ReleaseBlock-Beta, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2704","Android, Linux, Mac, Windows","May 15, 2016 20:08:33","1463342913","","High",""
"612132","Blink>Loader, Blink>Network>XHR, Blink>SecurityFeature","Fixed","Security: Bypass CORS check by reopening XHRs","Hotlist-Merge-Review, M-50, Merge-Review-50, OS-Linux, OS-Windows, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704","Linux, Windows","May 16, 2016 12:30:03","1463401803","","High",""
"612364","Internals>Mojo","Fixed","Security: Heap buffer overflow from unchecked length in mojo::edk::ports::Message::Parse","Hotlist-Merge-Review, M-50, M-51, M-52, OS-All, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704","All","May 17, 2016 02:02:11","1463450531","","High",""
"613160","Internals>Plugins>PDF","Fixed","Security: Cisco Talos Security Advisory for Google chrome product - TALOS-CAN-0174","CVE-2016-1681, Hotlist-Merge-Review, M-51, M-52, OS-Windows, Pri-1, Release-0-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, merge-merged-2743, reward-3000, reward-inprocess","Windows","May 19, 2016 13:32:46","1463664766","2016-1681","High",""
"613266","Blink>HTML>Frame","Fixed","Security: Universal XSS via reentrancy in FrameLoader::startLoad","CVE-2016-1697, Hotlist-Merge-Approved, M-51, M-52, OS-All, Pri-1, Release-1-M51, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, merge-merged-2743, reward-7500, reward-inprocess","All","May 19, 2016 19:45:50","1463687150","2016-1697","High",""
"613370","","Duplicate","Security: Chrome Crash/Kill Proccess","OS-Windows, ReleaseBlock-Stable, Security_Severity-High, Type-Bug-Security, allpublic","Windows","May 19, 2016 23:16:20","1463699780","","High","613379"
"613496","Blink>JavaScript","Fixed","Crash in v8::internal::Invoke","Clusterfuzz, M-52, OS-Linux, Pri-1, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 20, 2016 08:12:25","1463731945","","High",""
"613575","Blink>XML, Internals","WontFix","CVE-2016-0718: Expat XML Parser Crashes on Malformed Input","M-51, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","May 20, 2016 15:57:51","1463759871","","High",""
"613607","Internals>Plugins>PDF","Fixed","Global-buffer-overflow in XFA_GetMethodByName","Clusterfuzz, OS-Linux, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, Unreproducible, allpublic","Linux","May 20, 2016 17:18:44","1463764724","","High",""
"613698","Internals>Mojo","Fixed","Security: mojo: Unchecked ports message payload lengths leading to buffer overflows and uafs","Hotlist-Merge-Approved, Hotlist-Merge-Review, M-51, M-52, OS-All, Release-3-M51, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2704, merge-merged-2743","All","May 20, 2016 20:57:36","1463777856","","High",""
"613869","Blink>Layout","Fixed","Security: heap-use-after-free in blink::LayoutBox::shapeOutsideInfo","Hotlist-Merge-Approved, Hotlist-Merge-Review, M-51, M-52, Merge-Review-51, OS-All, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2743, reward-3000, reward-inprocess","All","May 22, 2016 19:43:47","1463946227","","High",""
"613907","Blink>Layout","Fixed","Bad-cast to blink::LayoutObject from blink::PaintLayer;LayoutTableSection.cpp:831:18","Clusterfuzz, Hotlist-Merge-Approved, M-52, OS-Linux, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Stability-UndefinedBehaviorSanitizer, Type-Bug-Security, allpublic, merge-merged-2743","Linux","May 23, 2016 05:06:35","1463979995","","High",""
"613911","Blink>Media","Duplicate","Heap-use-after-free in blink::ExtraDataContainer::~ExtraDataContainer","Clusterfuzz, OS-Linux, Reproducible, Security_Impact-Head, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","May 23, 2016 05:12:32","1463980352","","High","612084"
"613915","Blink>SVG","Fixed","ASSERTION FAILED: i < m_len","Clusterfuzz, Hotlist-Merge-Approved, Hotlist-Merge-Review, M-51, M-52, OS-Mac, Pri-1, Release-3-M51, Reproducible, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2704, merge-merged-2743","Mac","May 23, 2016 05:28:02","1463981282","","High",""
"613949","Platform>Extensions","Fixed","Extension install crashes browser at onDownloadProgress and onInstallStageChanged","CVE-2016-1708, M-52, OS-All, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Stability-Crash, Type-Bug-Security, Via-Wizard, allpublic, merge-merged-2743, reward-500, reward-inprocess","All","May 23, 2016 08:03:39","1463990619","2016-1708","High",""
"613971","Blink>Loader, Blink>Network>XHR, Blink>SecurityFeature","Fixed","Security: bypass CORS check by returning 304 from URL that previously returned 308 during revalidation from MemoryCache","Hotlist-Merge-Approved, M-51, M-52, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2743","","May 23, 2016 10:19:13","1463998753","","High",""
"614405","Blink>XML","Fixed","Security: update libxml to 2.9.4","Hotlist-Merge-Approved, M-51, M-52, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2743","","May 24, 2016 16:39:25","1464107965","","High",""
"614934","Blink>Fonts","Fixed","Security: sfntly font parsing heap-buffer-overflow","CVE-2016-1709, Hotlist-Merge-Review, M-52, OS-All, Pri-1, Release-0-M52, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-2743, reward-500, reward-inprocess","All","May 26, 2016 06:31:49","1464244309","2016-1709","High",""
